c1,c2,c3,c4,t1-1,t1-2,t1-3,t1-4,t1-5,t2-1,t2-2,t2-3,t2-4,t2-5,t3-1,t3-2,t3-3,t3-4,t3-5,t4-1,t4-2,t4-3,t4-4,t4-5,t5-1,t5-2,t5-3,t5-4,t5-5,t6-1,t6-2,t6-3,t6-4,t6-5,t7-1,t7-2,t7-3,t7-4,t7-5,t8-1,t8-2,t8-3,t8-4,t8-5,t9-1,t9-2,t9-3,t9-4,t9-5,t10-1,t10-2,t10-3,t10-4,t10-5,result
68,23,0,0,42,8,28,32,31,10,64,6,2,29,52,26,7,21,49,65,62,71,1,45,33,27,63,69,9,61,30,12,67,50,72,48,41,46,70,22,47,11,5,13,73,24,44,51,3,25,66,53,4,43,1
45,24,0,0,43,51,41,53,10,32,29,63,65,25,13,21,3,23,8,4,49,64,62,31,12,52,47,46,2,26,67,6,5,69,71,70,7,22,9,72,68,44,61,30,1,50,42,66,48,28,33,11,73,27,3
62,67,0,0,10,48,70,50,63,68,23,7,12,45,2,9,8,27,65,5,41,47,53,28,11,42,52,26,30,72,71,69,44,33,4,22,13,43,46,29,32,31,21,51,24,6,25,73,49,61,64,66,1,3,1
48,22,0,0,61,32,3,21,30,33,28,24,31,50,53,6,63,2,47,8,51,25,10,11,64,65,49,45,70,13,68,42,69,27,41,23,44,67,71,62,4,1,72,43,29,52,7,26,73,46,5,12,66,9,1
50,8,0,0,63,62,11,25,10,1,7,24,30,46,72,51,21,73,52,23,45,71,22,68,53,70,64,65,31,6,47,33,9,13,26,48,27,66,3,2,67,32,42,28,12,4,29,69,41,61,43,44,49,5,1
42,45,0,0,47,11,6,49,4,25,29,1,46,41,27,23,24,28,30,65,31,43,64,50,52,12,51,69,8,26,73,71,9,32,13,62,5,22,2,68,3,21,53,67,48,7,72,44,10,66,61,63,70,33,3
47,43,0,0,5,23,69,71,63,11,32,52,45,21,24,25,51,48,42,41,70,49,9,22,3,29,2,8,46,65,64,12,33,30,1,28,44,66,53,13,62,68,7,73,50,67,27,61,4,6,26,10,72,31,3
32,45,0,0,50,41,29,1,10,68,4,46,6,67,33,21,24,9,26,42,63,28,65,51,73,52,8,22,71,12,5,7,69,23,53,2,13,11,61,70,44,47,72,64,30,66,25,48,3,43,62,27,49,31,3
3,73,0,0,69,9,30,7,11,62,6,23,68,42,12,65,4,70,25,22,32,46,29,48,44,24,43,47,45,13,51,61,64,10,41,8,26,5,33,1,53,27,50,21,52,71,49,67,63,28,66,72,2,31,2
13,48,0,0,4,43,42,25,31,33,21,6,70,71,53,41,69,29,9,7,3,64,46,51,49,1,12,26,68,63,47,44,73,32,24,62,11,8,10,22,28,67,45,2,27,30,61,65,5,52,72,50,66,23,2
30,41,0,0,44,61,27,6,24,10,43,7,62,73,32,42,23,45,28,48,26,69,53,50,21,63,31,8,29,2,4,47,52,64,46,11,12,1,49,13,51,66,71,70,9,72,25,5,3,22,68,65,33,67,2
47,33,0,0,49,41,12,24,8,5,68,30,7,50,42,11,9,69,64,27,62,46,6,32,43,63,48,22,67,23,1,71,21,26,25,53,65,2,4,31,51,29,70,10,72,3,44,45,73,66,61,28,13,52,2
5,10,0,0,8,27,68,32,46,3,22,26,72,47,53,48,9,4,61,25,73,6,23,65,1,7,50,51,43,69,67,41,70,64,66,11,42,52,63,30,31,33,24,62,13,2,29,12,71,44,45,28,21,49,3
22,41,0,0,47,29,33,52,49,21,27,4,73,8,61,43,44,12,1,48,70,23,45,69,65,2,6,53,67,66,13,72,10,7,32,46,62,64,25,42,68,31,26,9,28,63,11,71,3,24,50,30,5,51,1
25,26,0,0,28,51,29,63,31,33,67,44,5,10,70,47,41,45,9,73,68,23,43,64,48,32,1,49,11,42,65,13,21,12,22,72,7,69,4,53,71,3,52,6,2,30,50,27,24,62,46,61,66,8,3
1,61,0,0,52,30,24,27,69,66,10,13,6,26,65,11,23,50,47,31,7,42,71,53,72,51,12,21,2,33,67,49,73,44,3,32,29,68,43,5,25,22,48,64,41,62,4,70,28,45,9,8,63,46,1
25,48,0,0,2,22,23,13,30,72,42,65,73,5,47,6,11,21,31,63,51,44,62,49,53,67,66,27,68,24,33,9,70,29,32,61,26,46,4,7,64,12,10,71,45,52,8,43,28,41,50,1,69,3,1
41,27,0,0,64,45,10,24,49,3,32,46,5,68,48,26,51,53,61,33,73,44,52,8,50,22,6,65,67,28,2,23,21,12,70,30,29,72,11,13,4,31,1,62,9,7,43,25,47,66,69,71,63,42,1
31,50,0,0,33,65,71,45,25,9,22,29,47,63,6,11,28,46,26,21,1,69,30,27,7,4,51,24,70,42,48,53,67,44,8,52,68,5,43,49,2,64,13,32,3,61,41,12,23,72,66,10,73,62,3
31,64,0,0,47,6,4,44,5,66,51,29,8,53,73,71,48,7,72,2,41,27,1,21,13,11,68,42,24,32,43,30,9,26,52,67,50,62,45,65,49,70,10,33,46,23,61,22,63,28,69,3,25,12,3
72,53,0,0,44,30,64,41,51,22,11,73,42,63,1,26,25,2,21,48,32,3,12,43,67,24,45,5,31,71,9,29,23,69,50,27,7,62,47,8,61,4,10,49,66,68,33,70,13,65,52,28,6,46,1
10,44,0,0,65,67,73,46,5,32,22,12,8,53,48,52,31,1,68,62,25,6,43,28,2,4,23,27,66,47,42,24,61,71,63,21,51,9,13,70,50,29,69,45,64,49,30,72,26,33,3,7,11,41,1
24,47,0,0,12,2,45,61,73,33,21,52,6,31,66,10,42,53,1,3,72,46,41,32,23,64,29,26,11,13,43,4,71,51,7,27,67,49,48,8,69,63,5,70,68,65,28,50,25,44,30,22,62,9,3
4,69,0,0,47,73,44,51,50,30,52,68,53,49,67,72,27,24,63,71,1,8,10,13,64,31,6,66,2,46,28,12,41,26,65,61,70,11,23,45,33,9,42,21,25,48,43,22,32,5,7,29,3,62,1
64,42,0,0,9,69,26,52,63,27,5,49,47,71,30,11,13,21,25,2,61,66,48,73,24,28,3,72,31,32,29,4,65,53,22,46,51,70,1,41,23,45,8,7,68,44,10,33,12,62,50,6,43,67,2
43,9,0,0,32,27,65,66,30,52,44,28,5,24,42,61,33,1,12,47,25,4,64,50,46,49,71,73,11,68,3,72,51,2,31,22,7,45,69,8,21,23,29,48,63,6,13,67,41,10,53,26,62,70,1
30,43,0,0,22,69,45,13,51,72,26,23,73,11,70,12,2,27,9,65,52,62,64,29,28,5,63,66,10,49,32,47,50,6,46,25,68,7,44,1,3,4,61,71,24,48,33,31,53,41,8,67,21,42,3
3,41,0,0,51,11,21,27,5,32,68,10,44,26,22,6,29,24,64,25,9,66,8,46,23,62,7,71,2,70,4,43,73,52,28,47,33,30,53,12,13,48,50,31,69,49,67,45,63,72,1,65,42,61,3
3,43,0,0,73,7,64,11,13,10,9,25,52,31,8,70,69,27,67,66,32,47,51,33,22,30,4,24,61,50,21,49,29,45,2,1,68,28,62,23,48,63,71,46,44,6,26,53,65,12,42,5,72,41,1
73,69,0,0,4,68,41,65,51,1,67,72,24,5,50,6,12,21,11,27,48,3,49,7,8,62,71,13,43,10,44,45,42,64,29,32,31,23,47,30,46,26,66,53,9,22,33,63,2,52,61,28,25,70,1
26,13,0,0,1,63,25,10,45,66,68,31,47,11,51,27,7,42,62,67,61,73,28,23,30,71,48,53,52,2,12,24,21,43,50,65,49,4,22,33,9,32,29,5,41,69,70,8,72,3,64,44,6,46,3
25,11,0,0,7,6,4,26,33,2,24,45,72,42,29,21,28,73,23,44,9,3,30,27,8,32,31,65,70,49,41,53,51,22,64,67,68,61,46,43,62,48,5,12,47,66,63,52,69,71,10,13,50,1,3
2,62,0,0,52,22,43,1,27,45,49,11,5,66,30,73,61,29,25,68,51,9,70,65,63,50,42,13,4,21,28,44,10,69,48,8,53,47,7,46,64,67,6,72,26,41,24,23,31,71,33,12,32,3,1
9,11,0,0,33,24,30,41,45,49,66,53,70,23,21,28,42,71,31,67,25,62,68,4,48,27,52,10,63,1,7,72,65,73,6,3,22,13,51,46,69,2,64,29,5,47,32,50,8,43,61,12,26,44,1
22,47,0,0,63,31,26,69,24,8,67,6,72,66,49,23,32,41,45,44,4,52,21,68,71,2,1,70,51,10,42,46,48,33,43,29,5,3,12,61,27,9,73,64,11,50,53,7,65,25,28,62,13,30,1
51,48,0,0,42,64,50,24,68,30,9,13,27,8,62,72,63,7,45,2,49,41,66,31,28,67,12,47,23,46,1,44,22,10,32,53,73,61,4,25,69,29,3,71,26,6,5,52,11,65,33,43,21,70,1
43,22,0,0,73,29,3,67,6,2,26,13,69,47,65,27,23,53,7,28,51,12,42,24,41,50,5,4,10,30,21,44,48,45,66,68,33,63,31,46,62,1,49,70,11,64,8,71,61,72,9,25,52,32,1
70,45,0,0,44,68,71,32,7,4,25,50,12,30,10,21,53,33,66,67,64,42,9,28,26,73,3,69,24,23,8,13,47,62,65,46,51,29,6,41,2,72,43,27,48,22,61,31,63,52,5,49,1,11,2
10,61,0,0,46,31,45,25,28,69,3,5,6,22,49,33,41,43,50,42,64,9,51,65,11,4,66,30,26,48,53,67,72,73,23,8,62,2,29,71,12,32,21,24,63,1,68,13,7,70,44,47,52,27,1
53,23,0,0,4,28,27,10,30,73,21,12,51,52,33,42,72,71,64,48,63,41,8,67,1,7,66,44,47,69,50,9,2,61,68,24,70,29,11,32,62,31,25,46,45,22,3,5,13,26,6,43,49,65,3
69,51,0,0,44,11,25,33,65,9,29,70,23,64,2,48,45,24,43,67,31,6,50,41,27,26,42,61,68,63,62,7,22,72,73,1,71,28,66,13,52,12,30,10,3,21,47,5,8,46,53,4,32,49,1
30,8,0,0,61,50,5,12,66,44,63,72,9,45,10,71,49,68,65,31,41,73,21,2,67,24,13,42,62,27,26,7,25,22,23,28,3,1,47,53,64,11,29,51,52,43,46,4,70,33,69,48,6,32,1
61,49,0,0,33,69,48,30,32,52,21,27,24,67,23,6,63,7,11,45,71,62,70,9,22,66,44,12,41,31,43,73,28,51,26,46,10,2,72,5,25,13,50,68,8,4,1,53,47,65,42,64,3,29,3
48,9,0,0,6,21,31,11,49,26,10,73,72,30,43,70,65,29,23,8,12,44,24,68,1,53,46,62,28,3,71,69,64,5,7,2,52,13,4,66,61,51,33,50,63,22,67,42,32,41,27,25,45,47,1
45,12,0,0,65,46,52,42,29,13,24,23,49,73,50,43,2,6,69,27,48,44,1,25,31,4,33,68,32,22,47,51,61,21,62,70,3,53,30,11,9,5,72,41,64,10,71,7,63,26,67,66,28,8,3
68,23,0,0,45,64,9,50,61,7,47,66,21,27,41,65,63,6,33,32,30,67,3,8,48,44,5,53,46,13,24,26,62,25,31,10,42,51,28,29,69,52,72,70,12,49,4,11,1,73,43,22,71,2,1
47,48,0,0,44,46,63,42,24,28,26,2,53,41,22,12,66,13,9,61,27,11,68,25,62,1,64,72,67,50,10,51,43,71,3,7,23,5,65,73,31,49,33,45,30,52,32,8,4,70,21,6,29,69,1
68,5,0,0,2,73,7,49,29,62,30,70,45,46,63,61,72,51,42,11,6,1,21,24,22,53,52,71,33,12,9,10,67,28,25,66,44,47,50,3,13,8,41,43,27,23,26,31,69,64,4,48,65,32,1
70,26,0,0,28,49,3,10,51,73,72,27,53,24,63,12,23,22,69,46,1,2,47,66,44,32,29,11,4,5,8,68,30,7,42,71,48,65,33,62,67,31,13,25,50,52,21,9,6,45,61,43,64,41,3
49,11,0,0,42,48,66,12,62,41,73,69,27,13,23,71,30,4,2,31,52,64,6,53,46,7,63,22,72,61,70,26,24,68,67,47,3,43,8,21,1,9,32,33,45,29,5,65,50,51,44,25,28,10,3
28,31,0,0,52,47,33,43,1,69,12,32,64,29,48,65,72,25,11,61,9,53,26,42,22,51,49,8,13,73,45,4,67,10,41,5,27,3,71,62,2,24,63,23,30,6,21,44,46,66,70,50,68,7,1
63,29,0,0,21,50,49,11,6,7,43,10,70,4,67,41,64,47,69,12,65,23,33,32,45,42,24,72,44,68,48,25,61,66,52,8,53,51,13,46,26,62,3,2,28,71,27,31,30,22,73,9,5,1,1
63,46,0,0,61,41,31,44,26,47,62,43,70,3,30,5,50,67,8,7,72,10,11,27,68,24,52,65,73,48,4,66,45,53,69,22,29,28,71,9,2,49,13,51,42,33,23,1,25,32,21,64,12,6,3
52,4,0,0,61,8,6,64,53,22,70,73,65,30,13,47,1,44,21,62,41,51,68,69,48,3,5,25,11,27,50,49,10,46,26,33,63,72,28,67,24,31,2,29,12,7,43,23,32,71,45,42,66,9,2
65,66,0,0,68,46,72,1,3,12,69,47,24,5,22,64,67,27,62,49,7,28,61,71,45,48,73,52,13,10,11,42,9,8,2,25,41,26,30,29,6,44,53,70,21,43,51,63,32,33,31,4,50,23,1
63,66,0,0,70,48,49,71,24,1,8,28,21,73,41,23,67,53,11,3,52,4,72,10,26,64,31,29,51,12,65,5,43,30,2,68,32,25,44,33,61,46,62,22,47,9,45,42,50,6,27,7,13,69,2
45,13,0,0,70,7,51,11,1,32,73,63,12,71,26,5,50,23,47,30,49,31,8,48,67,27,62,43,29,24,42,44,65,46,69,6,10,72,3,61,33,22,52,4,68,28,2,21,9,41,66,25,64,53,3
24,42,0,0,71,31,73,48,50,22,27,21,61,69,53,29,3,11,10,68,2,64,4,30,6,49,70,33,25,44,8,66,52,45,46,13,12,5,41,9,65,43,63,23,26,67,51,72,28,7,47,32,62,1,1
72,25,0,0,47,43,21,50,11,69,7,27,41,44,64,45,8,61,28,29,3,53,12,70,65,23,1,30,4,46,9,66,51,31,48,63,24,71,33,13,22,42,49,10,32,73,5,62,67,2,26,52,68,6,2
7,32,0,0,2,66,41,69,52,31,51,67,71,73,53,63,8,6,22,25,44,9,43,29,13,46,45,28,30,1,50,48,64,21,61,3,70,68,72,12,27,42,10,23,24,65,11,5,26,47,49,4,62,33,1
63,26,0,0,2,44,64,72,41,49,22,11,43,29,10,30,3,1,70,71,65,8,69,12,45,61,67,6,28,31,7,13,53,24,4,23,32,47,46,51,66,73,42,21,25,52,48,27,68,50,62,5,33,9,1
33,41,0,0,1,71,24,44,12,49,27,67,66,46,4,10,69,22,9,3,65,30,21,11,25,53,51,6,7,29,50,70,52,2,26,28,5,13,31,61,47,72,23,73,32,43,64,63,45,62,68,42,48,8,3
69,3,0,0,72,64,29,48,26,65,51,23,68,44,9,47,63,61,21,4,32,13,22,66,33,10,52,67,2,31,12,45,24,27,11,62,43,53,41,30,73,1,7,70,5,8,71,46,6,50,42,49,25,28,3
53,12,0,0,6,66,33,61,70,65,63,47,4,13,11,29,42,41,51,52,30,22,21,50,31,7,43,45,62,1,67,46,71,49,27,25,24,10,26,48,69,64,44,23,2,28,68,32,73,9,5,72,3,8,1
50,44,0,0,7,2,4,22,23,67,45,65,47,13,10,21,52,11,1,42,71,6,70,64,43,24,49,12,41,46,33,66,8,3,5,62,31,32,9,29,26,27,68,25,48,51,61,28,73,30,72,63,53,69,1
53,63,0,0,8,10,52,41,7,29,51,6,31,22,32,44,33,68,45,12,5,4,50,26,11,1,2,42,70,69,47,23,64,28,62,66,24,30,48,21,67,9,46,25,43,65,13,3,73,61,72,27,71,49,2
72,44,0,0,43,52,32,42,68,49,24,13,25,2,65,26,64,73,50,41,7,46,22,3,27,71,8,70,9,33,47,45,10,63,30,6,67,62,4,11,61,31,28,1,21,48,12,66,51,29,69,5,53,23,3
21,24,0,0,41,23,4,31,49,27,44,8,26,22,47,46,73,45,64,62,42,43,28,69,63,2,65,6,51,71,68,7,12,53,33,13,30,9,67,48,70,50,5,52,66,25,32,10,72,1,61,3,29,11,1
10,21,0,0,24,63,42,5,28,69,3,66,6,49,65,11,50,44,4,48,73,26,62,72,47,43,22,31,12,67,25,1,30,33,68,61,9,29,32,2,52,46,27,51,71,41,13,8,53,70,23,7,64,45,3
62,31,0,0,71,9,52,27,26,63,61,33,10,65,8,42,50,6,3,32,2,30,1,7,44,43,73,12,11,5,28,48,23,13,66,47,53,70,67,69,21,46,22,4,51,29,25,64,68,45,24,41,72,49,1
30,11,0,0,23,66,61,43,44,69,33,2,12,29,72,32,70,64,13,68,62,52,4,24,21,27,50,3,65,31,73,9,26,46,41,63,6,49,48,7,10,25,28,45,8,53,47,42,5,71,51,67,1,22,1
48,13,0,0,31,53,30,4,8,47,66,29,44,51,67,11,25,12,69,10,27,32,33,72,1,62,65,6,42,46,52,43,71,70,9,23,64,50,73,49,61,41,2,5,68,26,45,63,24,22,28,21,7,3,1
51,64,0,0,52,3,1,32,47,65,28,21,41,10,63,6,26,71,22,72,27,24,66,49,44,25,4,23,67,9,69,7,46,62,13,31,53,30,8,68,43,48,70,12,2,73,33,45,11,61,50,42,5,29,2
68,27,0,0,47,72,46,71,62,8,24,21,10,26,31,70,44,2,65,33,53,69,73,45,64,63,28,52,61,25,29,12,51,67,7,48,41,4,3,1,9,11,30,43,49,13,42,50,5,23,6,22,32,66,1
46,9,0,0,41,27,32,8,1,68,3,61,10,11,72,7,28,63,65,73,42,70,5,53,67,49,30,4,64,62,47,45,6,44,22,26,43,2,71,21,13,51,69,48,50,23,66,33,31,29,52,12,25,24,1
9,69,0,0,44,72,68,27,73,8,30,13,23,47,21,5,70,71,25,2,26,22,42,49,41,45,65,43,48,3,63,28,24,52,46,64,6,7,50,4,53,67,12,29,10,1,31,51,32,33,66,62,61,11,2
8,69,0,0,65,72,52,43,48,62,28,27,68,2,61,45,11,41,64,4,30,7,29,25,32,47,21,46,22,73,63,23,42,44,9,12,6,10,1,71,5,49,13,50,31,3,67,53,33,26,70,24,66,51,1
70,63,0,0,33,1,12,31,9,30,22,73,48,64,28,5,50,26,23,8,61,46,45,49,62,4,72,52,10,24,3,27,2,21,7,71,13,32,53,42,25,41,47,69,44,29,68,67,43,51,6,11,65,66,1
5,51,0,0,47,3,29,1,6,67,45,13,22,70,44,73,48,68,10,46,21,26,43,27,7,23,69,31,42,9,50,52,12,63,24,11,53,62,71,41,32,2,49,8,4,25,65,72,33,61,66,28,64,30,1
73,31,0,0,51,11,3,4,10,71,23,26,72,42,46,29,28,64,13,22,67,63,44,8,7,69,21,43,32,41,1,2,53,24,25,70,6,30,52,5,61,9,12,48,45,62,27,47,50,68,33,65,49,66,1
66,26,0,0,28,70,7,51,29,73,64,42,21,8,52,27,63,13,22,47,44,72,48,5,33,24,53,43,65,69,50,10,71,11,46,32,31,45,67,3,30,1,25,9,2,61,4,23,12,68,6,49,41,62,1
24,7,0,0,49,61,9,13,50,47,25,27,64,26,69,22,53,10,3,42,65,67,31,11,28,68,63,45,70,46,72,43,71,8,12,1,29,30,23,2,4,33,62,5,73,48,6,32,66,51,41,52,21,44,1
49,13,0,0,66,24,8,12,9,26,4,28,73,68,47,67,1,27,21,11,63,71,32,22,46,70,30,42,33,31,69,65,10,72,6,64,2,7,62,44,5,48,23,50,45,51,52,43,25,29,61,3,41,53,3
63,64,0,0,61,23,11,25,27,4,10,51,62,22,67,48,44,29,69,12,50,68,70,26,24,66,31,28,8,72,43,7,3,21,2,41,6,49,52,71,1,33,45,42,5,32,65,13,9,73,53,30,47,46,1
23,69,0,0,25,22,27,31,3,71,49,62,8,48,12,65,13,53,1,64,52,67,63,28,2,50,6,10,21,44,68,24,7,42,4,66,29,33,9,73,51,45,5,72,11,70,30,47,41,61,26,46,43,32,1
67,48,0,0,69,33,50,26,47,24,9,21,68,63,22,70,28,41,11,51,31,52,71,25,4,7,13,72,12,61,44,32,46,43,5,62,8,49,45,6,30,23,27,1,10,3,66,64,65,42,29,2,73,53,3
26,28,0,0,70,22,47,4,30,32,33,51,72,10,73,50,65,6,25,62,67,41,43,63,3,23,66,53,21,7,5,42,1,69,52,27,61,8,11,48,49,45,68,2,9,12,44,71,29,31,46,24,64,13,3
44,63,0,0,2,29,52,68,47,26,67,10,71,8,1,3,7,21,69,50,27,11,45,22,42,9,70,66,41,13,12,48,46,51,25,64,24,6,73,23,43,72,61,30,62,33,5,49,32,31,65,4,28,53,1
27,53,0,0,29,11,52,2,51,50,47,64,31,42,12,4,1,13,6,44,49,21,73,8,9,67,69,66,25,43,72,70,45,48,63,7,23,24,62,26,32,33,5,28,3,71,41,68,46,65,22,61,30,10,1
66,63,0,0,72,53,52,29,43,41,45,6,70,51,8,61,3,25,44,67,22,48,33,31,21,49,28,7,10,13,65,71,4,27,50,9,47,2,24,30,46,11,12,5,42,1,62,64,32,26,69,68,23,73,2
11,73,0,0,30,2,21,52,70,64,42,7,72,12,25,4,69,28,13,53,26,68,44,3,71,51,46,47,6,1,5,43,10,45,66,63,67,33,32,65,41,29,48,31,8,62,50,61,22,23,9,49,24,27,1
5,66,0,0,28,31,45,27,25,32,53,51,44,71,61,22,11,65,49,67,69,24,4,50,63,1,48,46,2,62,3,30,47,6,26,21,70,10,9,64,13,41,29,52,8,43,12,73,33,23,7,68,42,72,1
7,49,0,0,30,70,65,71,27,73,13,51,43,2,5,12,31,50,42,11,6,62,61,25,22,45,72,3,33,8,47,9,67,28,1,26,69,52,46,24,44,41,10,32,53,23,29,63,68,64,21,48,4,66,2
9,63,0,0,33,70,52,10,30,13,24,25,12,62,67,43,65,66,50,46,4,51,72,11,1,69,49,31,28,26,45,29,2,53,44,6,48,42,5,7,32,47,41,8,27,22,23,3,61,73,64,21,71,68,3
21,29,0,0,10,72,49,53,8,2,30,44,6,27,3,51,22,5,61,33,67,9,7,47,64,46,52,4,1,25,43,68,71,11,48,70,69,65,42,13,73,26,28,45,32,66,50,24,63,12,62,23,31,41,1
53,21,0,0,5,27,31,63,29,47,8,11,73,71,70,64,49,13,30,51,24,22,4,23,25,65,33,61,28,32,10,7,9,62,72,45,50,66,6,41,2,52,12,48,43,46,68,1,67,3,69,42,44,26,1
64,3,0,0,32,62,21,31,22,41,25,49,65,42,28,12,48,45,67,68,2,33,29,50,66,10,23,8,69,24,13,51,47,4,6,61,1,71,63,7,5,30,70,27,52,43,53,26,72,9,46,44,11,73,1
21,43,0,0,25,26,68,71,42,23,27,63,28,11,44,66,7,72,47,30,33,70,48,8,64,45,12,67,13,69,2,49,22,1,62,10,53,9,5,46,52,31,3,24,51,29,65,73,61,41,50,4,32,6,3
44,7,0,0,1,53,43,63,45,24,6,21,68,10,5,64,73,66,26,25,48,12,23,69,70,49,32,33,22,8,46,52,27,72,42,62,65,9,67,13,41,2,51,31,71,29,28,3,50,11,47,61,4,30,1
47,45,0,0,61,62,7,28,5,8,2,23,64,27,22,11,26,49,66,43,73,65,51,25,71,10,30,31,42,68,63,69,33,12,46,13,1,9,4,3,72,6,32,44,21,29,50,48,53,70,52,41,24,67,2
49,45,0,0,64,21,10,7,13,27,47,3,11,61,23,41,73,5,31,50,53,63,52,1,4,70,51,12,28,43,71,26,44,22,29,46,6,9,25,69,33,66,48,62,24,68,32,42,30,72,8,2,67,65,2
69,62,0,0,61,26,6,42,1,28,31,46,49,52,25,22,24,9,67,10,71,8,11,73,43,33,66,21,64,70,45,30,44,4,53,65,47,63,12,29,51,27,48,23,3,41,5,13,7,32,2,72,50,68,3
1,52,0,0,7,65,51,42,62,64,25,21,6,28,22,72,8,33,63,31,50,32,30,47,44,67,11,66,3,13,70,5,9,46,24,69,49,10,27,43,71,53,73,68,45,12,2,23,26,61,41,48,29,4,1
69,45,0,0,42,70,24,25,66,11,13,44,73,6,4,1,5,52,67,30,27,65,47,61,10,26,9,2,8,63,32,31,49,51,71,12,28,53,22,33,21,43,41,50,68,3,7,64,29,23,72,48,46,62,3
25,46,0,0,29,65,30,66,32,73,45,6,72,41,33,53,44,11,70,67,63,10,43,22,12,71,27,23,47,13,62,2,9,51,5,3,28,61,42,49,31,24,64,4,26,21,1,52,8,68,48,7,50,69,1
41,65,0,0,72,1,10,49,44,47,5,13,53,43,64,25,71,9,61,27,52,29,46,28,24,62,4,51,50,69,12,67,8,31,7,21,2,68,42,6,32,26,73,3,11,63,23,66,48,22,30,45,33,70,1
73,62,0,0,9,46,33,61,45,29,71,28,50,25,51,41,30,8,31,48,7,6,69,3,68,5,70,65,52,44,24,12,67,26,2,27,11,21,42,47,10,49,23,53,72,64,63,22,1,43,32,66,13,4,1
44,13,0,0,45,48,50,51,25,72,61,3,68,73,22,32,12,63,67,42,33,30,46,64,23,9,8,43,53,62,47,2,11,6,1,65,4,7,27,69,29,31,49,66,52,24,41,21,70,26,10,71,5,28,2
46,72,0,0,30,50,71,69,3,6,33,62,47,49,73,70,67,43,5,68,28,42,45,26,23,61,52,27,11,1,48,7,44,21,41,31,2,10,66,12,32,53,63,25,29,64,51,24,13,22,65,4,9,8,2
66,5,0,0,3,50,13,12,72,25,46,42,21,51,4,61,32,6,11,49,63,10,2,69,29,47,52,9,31,70,24,27,7,22,33,23,41,43,1,53,65,26,71,28,45,73,8,68,44,67,62,48,64,30,1
45,27,0,0,2,10,29,61,32,30,24,9,3,67,43,47,68,49,51,8,50,31,48,72,62,26,22,33,46,41,12,53,64,44,66,25,70,6,28,21,11,65,42,23,71,63,7,69,52,13,4,1,5,73,1
62,5,0,0,67,61,4,2,48,45,49,1,51,70,71,63,3,44,69,22,9,13,6,73,21,12,11,33,52,50,24,65,32,46,30,27,23,10,66,7,41,68,42,25,43,28,29,64,72,31,8,47,26,53,1
1,3,0,0,31,41,29,61,28,6,50,10,7,23,21,47,71,42,27,32,63,66,25,67,26,33,62,30,53,5,70,2,45,22,65,11,9,51,4,72,13,64,73,69,43,24,12,68,49,46,48,44,52,8,1
12,46,0,0,70,33,52,5,53,65,29,2,68,71,7,51,73,21,69,11,72,61,45,22,24,3,62,43,28,44,6,50,8,67,25,26,49,27,48,1,9,63,4,10,32,64,41,23,66,42,13,30,31,47,1
4,1,0,0,50,61,22,21,24,25,30,44,72,6,45,31,65,8,46,23,12,43,27,2,64,69,7,67,71,32,9,10,51,26,42,13,28,49,53,48,33,63,68,5,29,66,41,47,70,52,11,3,62,73,1
11,46,0,0,8,5,25,41,45,65,12,50,13,22,32,51,9,31,47,21,28,52,64,1,44,48,43,26,42,10,72,61,67,6,68,66,29,4,70,30,33,24,3,49,53,27,73,62,2,63,71,69,23,7,1
64,70,0,0,66,8,28,32,26,33,44,2,52,45,27,9,42,65,7,29,41,31,47,71,5,51,13,63,25,53,73,11,30,62,24,21,12,68,67,4,48,43,72,50,3,1,23,22,10,61,49,6,69,46,1
31,46,0,0,43,41,72,63,11,50,7,44,22,49,30,9,21,27,33,48,5,51,65,52,62,26,6,4,42,66,10,73,68,67,32,2,70,13,1,24,12,71,53,29,64,47,61,25,8,69,28,45,23,3,2
67,28,0,0,3,66,9,62,50,42,25,32,65,49,6,43,48,61,30,73,68,1,4,21,8,72,11,44,46,51,13,45,29,47,22,69,23,52,53,10,63,70,33,26,31,5,71,7,24,41,12,64,27,2,1
6,33,0,0,23,2,45,61,53,29,50,49,72,10,63,62,67,11,32,1,4,8,31,24,69,44,41,66,48,64,30,25,9,70,27,5,28,73,68,3,42,51,12,13,21,65,47,22,46,43,71,7,26,52,1
13,33,0,0,67,70,45,31,42,47,11,51,26,3,1,66,2,24,8,53,68,41,6,49,72,22,25,4,27,50,64,65,21,48,52,32,62,73,61,43,46,9,12,7,69,10,5,30,28,23,29,71,44,63,1
46,44,0,0,5,4,28,41,1,31,51,68,9,67,29,7,3,22,8,43,23,30,33,12,2,71,64,62,72,63,32,65,47,13,70,61,24,53,50,42,10,27,11,49,21,66,48,26,25,6,69,52,45,73,1
67,8,0,0,30,26,50,41,4,25,9,32,33,29,49,66,42,6,3,64,47,28,2,62,61,27,51,1,53,46,63,71,73,68,13,11,31,72,21,69,70,43,44,10,12,45,52,5,48,7,22,65,23,24,1
72,13,0,0,25,66,49,27,65,9,46,47,73,62,24,41,30,4,11,33,28,31,6,22,70,51,1,3,42,43,50,63,8,5,69,61,48,23,26,44,12,71,29,64,52,67,53,7,68,45,2,32,10,21,1
